cocktail_id,generation,cocktail_no,solution_component_no,concentration,units,name,ph
4f15c1bdeeaabc823400121d,5,C0032,2,0.1,M,"MES hydrate",6
4f15c1bdeeaabc823400121e,5,C0033,1,2.13,M,"Ammonium phosphate dibasic",7
4f15c1bdeeaabc823400121e,5,C0033,2,0.1,M,HEPES,7
4f15c1bdeeaabc823400121f,5,C0034,1,1.07,M,"Ammonium phosphate dibasic",4
4f15c1bdeeaabc823400121f,5,C0034,2,0.1,M,"Sodium citrate tribasic dihydrate",4
4f15c1bdeeaabc8234001220,5,C0035,1,1.07,M,"Ammonium phosphate dibasic",5
4f15c1bdeeaabc8234001220,5,C0035,2,0.1,M,"Sodium acetate trihydrate",5
4f15c1bdeeaabc8234001221,5,C0036,1,1.07,M,"Ammonium phosphate dibasic",9
4f15c1bdeeaabc8234001221,5,C0036,2,0.1,M,TAPS,9
4f15c1bdeeaabc8234001222,5,C0037,1,3.42,M,"Ammonium sulfate",4
4f15c1bdeeaabc8234001222,5,C0037,2,0.1,M,"Sodium citrate tribasic dihydrate",4
4f15c1bdeeaabc8234001223,5,C0038,1,3.42,M,"Ammonium sulfate",5
4f15c1bdeeaabc8234001223,5,C0038,2,0.1,M,"Sodium acetate trihydrate",5
4f15c1bdeeaabc8234001224,5,C0039,1,3.42,M,"Ammonium sulfate",7
4f15c1bdeeaabc8234001224,5,C0039,2,0.1,M,MOPS,7
4f15c1bdeeaabc8234001225,5,C0040,1,2.28,M,"Ammonium sulfate",7
4f15c1bdeeaabc8234001225,5,C0040,2,0.1,M,HEPES,7
4f15c1bdeeaabc8234001226,5,C0041,1,2.28,M,"Ammonium sulfate",8
4f15c1bdeeaabc8234001226,5,C0041,2,0.1,M,Tris,8
4f15c1bdeeaabc8234001227,5,C0042,1,1.14,M,"Ammonium sulfate",6
4f15c1bdeeaabc8234001227,5,C0042,2,0.1,M,"MES hydrate",6
4f15c1bdeeaabc8234001228,5,C0043,1,1.14,M,"Ammonium sulfate",9
4f15c1bdeeaabc8234001228,5,C0043,2,0.1,M,TAPS,9
4f15c1bdeeaabc8234001229,5,C0044,1,1.14,M,"Ammonium sulfate",10
4f15c1bdeeaabc8234001229,5,C0044,2,0.1,M,CAPS,10
4f15c1bdeeaabc823400122a,5,C0045,1,1.09,M,"Calcium acetate",7
4f15c1bdeeaabc823400122a,5,C0045,2,0.1,M,MOPS,7
4f15c1bdeeaabc823400122b,5,C0046,1,0.55,M,"Calcium acetate",6
4f15c1bdeeaabc823400122b,5,C0046,2,0.1,M,"MES hydrate",6
4f15c1bdeeaabc823400122c,5,C0047,1,0.55,M,"Calcium acetate",5
4f15c1bdeeaabc823400122c,5,C0047,2,0.1,M,"Sodium acetate trihydrate",5
4f15c1bdeeaabc823400122d,5,C0048,1,3.57,M,"Calcium chloride dihydrate",5
4f15c1bdeeaabc823400122d,5,C0048,2,0.1,M,"Sodium acetate trihydrate",5
4f15c1bdeeaabc823400122e,5,C0049,1,0.02,M,"Calcium chloride dihydrate",4.6
4f15c1bdeeaabc823400122e,5,C0049,2,0.1,M,"Sodium acetate trihydrate",4.6
4f15c1bdeeaabc823400122e,5,C0049,3,30,"% (v/v)",MPD,4.6
4f15c1bdeeaabc823400122f,5,C0050,1,35,"% (v/v)","Glycerol anhydrous",7.51
4f15c1bdeeaabc823400122f,5,C0050,2,0.26,M,"Potassium sodium tartrate tetrahydrate",7.51
4f15c1bdeeaabc8234001230,5,C0051,1,0.26,M,"Ammonium phosphate monobasic",4.29
4f15c1bdeeaabc8234001230,5,C0051,2,35,"% (v/v)","Glycerol anhydrous",4.29
4f15c1bdeeaabc8234001231,5,C0052,1,5.6,M,"Lithium bromide",5
4f15c1bdeeaabc8234001231,5,C0052,2,0.1,M,"Sodium acetate trihydrate",5
4f15c1bdeeaabc8234001232,5,C0053,1,5.6,M,"Lithium bromide",4
4f15c1bdeeaabc8234001232,5,C0053,2,0.1,M,"Sodium citrate tribasic dihydrate",4
4f15c1bdeeaabc8234001233,5,C0054,1,3.73,M,"Lithium bromide",6
4f15c1bdeeaabc8234001233,5,C0054,2,0.1,M,"MES hydrate",6
4f15c1bdeeaabc8234001234,5,C0055,1,3.73,M,"Lithium bromide",7
4f15c1bdeeaabc8234001234,5,C0055,2,0.1,M,MOPS,7
4f15c1bdeeaabc8234001235,5,C0056,1,1.87,M,"Lithium bromide",4
4f15c1bdeeaabc8234001235,5,C0056,2,0.1,M,"Sodium citrate tribasic dihydrate",4
4f15c1bdeeaabc8234001236,5,C0057,1,1.87,M,"Lithium bromide",8
4f15c1bdeeaabc8234001236,5,C0057,2,0.1,M,Tris,8
4f15c1bdeeaabc8234001237,5,C0058,1,1.87,M,"Lithium bromide",9
4f15c1bdeeaabc8234001237,5,C0058,2,0.1,M,TAPS,9
4f15c1bdeeaabc8234001238,5,C0059,1,6.62,M,"Lithium chloride",5
4f15c1bdeeaabc8234001238,5,C0059,2,0.1,M,"Sodium acetate trihydrate",5
4f15c1bdeeaabc8234001239,5,C0060,1,6.62,M,"Lithium chloride",7
4f15c1bdeeaabc8234001239,5,C0060,2,0.1,M,HEPES,7
4f15c1bdeeaabc823400123a,5,C0061,1,6.62,M,"Lithium chloride",10
4f15c1bdeeaabc823400123a,5,C0061,2,0.1,M,CAPS,10
4f15c1bdeeaabc823400123b,5,C0062,1,4.42,M,"Lithium chloride",6
4f15c1bdeeaabc823400123b,5,C0062,2,0.1,M,"MES hydrate",6
4f15c1bdeeaabc823400123c,5,C0063,1,4.42,M,"Lithium chloride",7
4f15c1bdeeaabc823400123c,5,C0063,2,0.1,M,MOPS,7
4f15c1bdeeaabc823400123d,5,C0064,1,4.42,M,"Lithium chloride",8
4f15c1bdeeaabc823400123d,5,C0064,2,0.1,M,Tris,8
4f15c1bdeeaabc823400123e,5,C0065,1,2.21,M,"Lithium chloride",4
4f15c1bdeeaabc823400123e,5,C0065,2,0.1,M,"Sodium citrate tribasic dihydrate",4
4f15c1bdeeaabc823400123f,5,C0066,1,2.21,M,"Lithium chloride",9
4f15c1bdeeaabc823400123f,5,C0066,2,0.1,M,TAPS,9
4f15c1bdeeaabc8234001240,5,C0067,1,2.69,M,"Magnesium acetate tetrahydrate",7
4f15c1bdeeaabc8234001240,5,C0067,2,0.1,M,MOPS,7
4f15c1bdeeaabc8234001241,5,C0068,1,2.69,M,"Magnesium acetate tetrahydrate",9
4f15c1bdeeaabc8234001241,5,C0068,2,0.1,M,TAPS,9
4f15c1bdeeaabc8234001242,5,C0069,1,1.79,M,"Magnesium acetate tetrahydrate",4
4f15c1bdeeaabc8234001242,5,C0069,2,0.1,M,"Sodium citrate tribasic dihydrate",4
4f15c1bdeeaabc8234001243,5,C0070,1,1.79,M,"Magnesium acetate tetrahydrate",6
4f15c1bdeeaabc8234001243,5,C0070,2,0.1,M,"MES hydrate",6
4f15c1bdeeaabc8234001244,5,C0071,1,1.79,M,"Magnesium acetate tetrahydrate",8
4f15c1bdeeaabc8234001244,5,C0071,2,0.1,M,Tris,8
4f15c1bdeeaabc8234001245,5,C0072,1,0.9,M,"Magnesium acetate tetrahydrate",5
4f15c1bdeeaabc8234001245,5,C0072,2,0.1,M,"Sodium acetate trihydrate",5
4f15c1bdeeaabc8234001246,5,C0073,1,0.9,M,"Magnesium acetate tetrahydrate",7
4f15c1bdeeaabc8234001246,5,C0073,2,0.1,M,MOPS,7
4f15c1bdeeaabc8234001247,5,C0074,1,3.73,M,"Magnesium chloride hexahydrate",5
4f15c1bdeeaabc8234001247,5,C0074,2,0.1,M,"Sodium acetate trihydrate",5
4f15c1bdeeaabc8234001248,5,C0075,1,3.73,M,"Magnesium chloride hexahydrate",4
4f15c1bdeeaabc8234001248,5,C0075,2,0.1,M,"Sodium citrate tribasic dihydrate",4
4f15c1bdeeaabc8234001249,5,C0076,1,2.48,M,"Magnesium chloride hexahydrate",7
4f15c1bdeeaabc8234001249,5,C0076,2,0.1,M,HEPES,7
4f15c1bdeeaabc823400124a,5,C0077,1,2.48,M,"Magnesium chloride hexahydrate",8
4f15c1bdeeaabc823400124a,5,C0077,2,0.1,M,Tris,8
4f15c1bdeeaabc823400124b,5,C0078,1,1.24,M,"Magnesium chloride hexahydrate",4
4f15c1bdeeaabc823400124b,5,C0078,2,0.1,M,"Sodium citrate tribasic dihydrate",4
4f15c1bdeeaabc823400124c,5,C0079,1,1.24,M,"Magnesium chloride hexahydrate",6
4f15c1bdeeaabc823400124c,5,C0079,2,0.1,M,"MES hydrate",6
4f15c1bdeeaabc823400124d,5,C0080,1,1.24,M,"Magnesium chloride hexahydrate",7
4f15c1bdeeaabc823400124d,5,C0080,2,0.1,M,MOPS,7
4f15c1bdeeaabc823400124e,5,C0081,1,1.59,M,"Magnesium sulfate heptahydrate",9
4f15c1bdeeaabc823400124e,5,C0081,2,0.1,M,TAPS,9
4f15c1bdeeaabc823400124f,5,C0082,1,1.59,M,"Magnesium sulfate heptahydrate",8
4f15c1bdeeaabc823400124f,5,C0082,2,0.1,M,Tris,8
4f15c1bdeeaabc8234001250,5,C0083,1,1.06,M,"Magnesium sulfate heptahydrate",7
4f15c1bdeeaabc8234001250,5,C0083,2,0.1,M,MOPS,7
4f15c1bdeeaabc8234001251,5,C0084,1,0.53,M,"Magnesium sulfate heptahydrate",5
4f15c1bdeeaabc8234001251,5,C0084,2,0.1,M,"Sodium acetate trihydrate",5
4f15c1bdeeaabc8234001252,5,C0085,1,0.53,M,"Magnesium sulfate heptahydrate",7
4f15c1bdeeaabc8234001252,5,C0085,2,0.1,M,HEPES,7
4f15c1bdeeaabc8234001253,5,C0086,1,0.53,M,"Magnesium sulfate heptahydrate",8
4f15c1bdeeaabc8234001253,5,C0086,2,0.1,M,Tris,8
4f15c1bdeeaabc8234001254,5,C0087,1,3.82,M,"Manganese chloride tetrahydrate",4
4f15c1bdeeaabc8234001254,5,C0087,2,0.1,M,"Sodium citrate tribasic dihydrate",4
4f15c1bdeeaabc8234001255,5,C0088,1,3.82,M,"Manganese chloride tetrahydrate",8
4f15c1bdeeaabc8234001255,5,C0088,2,0.1,M,Tris,8
4f15c1bdeeaabc8234001256,5,C0089,1,3.82,M,"Manganese chloride tetrahydrate",5
4f15c1bdeeaabc8234001256,5,C0089,2,0.1,M,"Sodium acetate trihydrate",5
4f15c1bdeeaabc8234001257,5,C0090,1,2.54,M,"Manganese chloride tetrahydrate",5
4f15c1bdeeaabc8234001257,5,C0090,2,0.1,M,"Sodium acetate trihydrate",5
4f15c1bdeeaabc8234001258,5,C0091,1,2.54,M,"Manganese chloride tetrahydrate",4
4f15c1bdeeaabc8234001258,5,C0091,2,0.1,M,"Sodium citrate tribasic dihydrate",4
4f15c1bdeeaabc8234001259,5,C0092,1,1.27,M,"Manganese chloride tetrahydrate",4
4f15c1bdeeaabc8234001259,5,C0092,2,0.1,M,"Sodium citrate tribasic dihydrate",4
4f15c1bdeeaabc823400125a,5,C0093,1,1.27,M,"Manganese chloride tetrahydrate",5
4f15c1bdeeaabc823400125a,5,C0093,2,0.1,M,"Sodium acetate trihydrate",5
4f15c1bdeeaabc823400125b,5,C0094,1,8.64,M,"Potassium acetate",8
4f15c1bdeeaabc823400125b,5,C0094,2,0.1,M,Tris,8
4f15c1bdeeaabc823400125c,5,C0095,1,8.64,M,"Potassium acetate",9
4f15c1bdeeaabc823400125c,5,C0095,2,0.1,M,TAPS,9
4f15c1bdeeaabc823400125d,5,C0096,1,5.76,M,"Potassium acetate",4
4f15c1bdeeaabc823400125d,5,C0096,2,0.1,M,"Sodium citrate tribasic dihydrate",4
4f15c1bdeeaabc823400125e,5,C0097,1,5.76,M,"Potassium acetate",5
4f15c1bdeeaabc823400125e,5,C0097,2,0.1,M,"Sodium acetate trihydrate",5
4f15c1bdeeaabc823400125f,5,C0098,1,5.76,M,"Potassium acetate",7
4f15c1bdeeaabc823400125f,5,C0098,2,0.1,M,HEPES,7
4f15c1bdeeaabc8234001260,5,C0099,1,2.88,M,"Potassium acetate",6
4f15c1bdeeaabc8234001260,5,C0099,2,0.1,M,"MES hydrate",6
4f15c1bdeeaabc8234001261,5,C0100,1,2.88,M,"Potassium acetate",7
4f15c1bdeeaabc8234001261,5,C0100,2,0.1,M,MOPS,7
4f15c1bdeeaabc8234001262,5,C0101,1,2.88,M,"Potassium acetate",10
4f15c1bdeeaabc8234001262,5,C0101,2,0.1,M,CAPS,10
4f15c1bdeeaabc8234001263,5,C0102,1,4,M,"Potassium bromide",5
4f15c1bdeeaabc8234001263,5,C0102,2,0.1,M,"Sodium acetate trihydrate",5
4f15c1bdeeaabc8234001264,5,C0103,1,4,M,"Potassium bromide",8
4f15c1bdeeaabc8234001264,5,C0103,2,0.1,M,Tris,8
4f15c1bdeeaabc8234001265,5,C0104,1,2.66,M,"Potassium bromide",6
4f15c1bdeeaabc8234001265,5,C0104,2,0.1,M,"MES hydrate",6
4f15c1bdeeaabc8234001266,5,C0105,1,2.66,M,"Potassium bromide",7
4f15c1bdeeaabc8234001266,5,C0105,2,0.1,M,MOPS,7
4f15c1bdeeaabc8234001267,5,C0106,1,2.66,M,"Potassium bromide",10
4f15c1bdeeaabc8234001267,5,C0106,2,0.1,M,CAPS,10
4f15c1bdeeaabc8234001268,5,C0107,1,1.33,M,"Potassium bromide",4
4f15c1bdeeaabc8234001268,5,C0107,2,0.1,M,"Sodium citrate tribasic dihydrate",4
4f15c1bdeeaabc8234001269,5,C0108,1,1.33,M,"Potassium bromide",7
4f15c1bdeeaabc8234001269,5,C0108,2,0.1,M,HEPES,7
4f15c1bdeeaabc823400126a,5,C0109,1,1.33,M,"Potassium bromide",9
4f15c1bdeeaabc823400126a,5,C0109,2,0.1,M,TAPS,9
4f15c1bdeeaabc823400126b,5,C0110,1,2.54,M,"Potassium carbonate",4
4f15c1bdeeaabc823400126b,5,C0110,2,0.1,M,"Sodium citrate tribasic dihydrate",4
4f15c1bdeeaabc823400126c,5,C0111,1,2.54,M,"Potassium carbonate",7
4f15c1bdeeaabc823400126c,5,C0111,2,0.1,M,MOPS,7
4f15c1bdeeaabc823400126d,5,C0112,1,2.54,M,"Potassium carbonate",8
4f15c1bdeeaabc823400126d,5,C0112,2,0.1,M,Tris,8
4f15c1bdeeaabc823400126e,5,C0113,1,1.69,M,"Potassium carbonate",5
4f15c1bdeeaabc823400126e,5,C0113,2,0.1,M,"Sodium acetate trihydrate",5
4f15c1bdeeaabc823400126f,5,C0114,1,1.69,M,"Potassium carbonate",7
4f15c1bdeeaabc823400126f,5,C0114,2,0.1,M,HEPES,7
4f15c1bdeeaabc8234001270,5,C0115,1,1.69,M,"Potassium carbonate",9
4f15c1bdeeaabc8234001270,5,C0115,2,0.1,M,TAPS,9
4f15c1bdeeaabc8234001271,5,C0116,1,0.85,M,"Potassium carbonate",6
4f15c1bdeeaabc8234001271,5,C0116,2,0.1,M,"MES hydrate",6
4f15c1bdeeaabc8234001272,5,C0117,1,0.85,M,"Potassium carbonate",10
4f15c1bdeeaabc8234001272,5,C0117,2,0.1,M,CAPS,10
4f15c1bdeeaabc8234001273,5,C0118,1,2.32,M,"Potassium chloride",4
4f15c1bdeeaabc8234001273,5,C0118,2,0.1,M,"Sodium citrate tribasic dihydrate",4
4f15c1bdeeaabc8234001274,5,C0119,1,2.32,M,"Potassium chloride",7
4f15c1bdeeaabc8234001274,5,C0119,2,0.1,M,MOPS,7
4f15c1bdeeaabc8234001275,5,C0120,1,2.32,M,"Potassium chloride",7
4f15c1bdeeaabc8234001275,5,C0120,2,0.1,M,HEPES,7
4f15c1bdeeaabc8234001276,5,C0121,1,1.55,M,"Potassium chloride",6
4f15c1bdeeaabc8234001276,5,C0121,2,0.1,M,"MES hydrate",6
4f15c1bdeeaabc8234001277,5,C0122,1,1.55,M,"Potassium chloride",8
4f15c1bdeeaabc8234001277,5,C0122,2,0.1,M,Tris,8
4f15c1bdeeaabc8234001278,5,C0123,1,1.55,M,"Potassium chloride",9
4f15c1bdeeaabc8234001278,5,C0123,2,0.1,M,TAPS,9
4f15c1bdeeaabc8234001279,5,C0124,1,0.77,M,"Potassium chloride",5
4f15c1bdeeaabc8234001279,5,C0124,2,0.1,M,"Sodium acetate trihydrate",5
4f15c1bdeeaabc823400127a,5,C0125,1,0.77,M,"Potassium chloride",10
4f15c1bdeeaabc823400127a,5,C0125,2,0.1,M,CAPS,10
4f15c1bdeeaabc823400127b,5,C0126,1,0.89,M,"Potassium nitrate",5
4f15c1bdeeaabc823400127b,5,C0126,2,0.1,M,"Sodium acetate trihydrate",5
4f15c1bdeeaabc823400127c,5,C0127,1,0.89,M,"Potassium nitrate",9
4f15c1bdeeaabc823400127c,5,C0127,2,0.1,M,TAPS,9
4f15c1bdeeaabc823400127d,5,C0128,1,0.89,M,"Potassium nitrate",8
4f15c1bdeeaabc823400127d,5,C0128,2,0.1,M,Tris,8
4f15c1bdeeaabc823400127e,5,C0129,1,1.78,M,"Potassium nitrate",5
4f15c1bdeeaabc823400127e,5,C0129,2,0.1,M,"Sodium acetate trihydrate",5
4f15c1bdeeaabc823400127f,5,C0130,1,0.89,M,"Potassium nitrate",4
4f15c1bdeeaabc823400127f,5,C0130,2,0.1,M,"Sodium citrate tribasic dihydrate",4
4f15c1bdeeaabc8234001280,5,C0131,1,0.89,M,"Potassium nitrate",7
4f15c1bdeeaabc8234001280,5,C0131,2,0.1,M,HEPES,7
4f15c1bdeeaabc8234001281,5,C0132,1,0.89,M,"Potassium nitrate",10
4f15c1bdeeaabc8234001281,5,C0132,2,0.1,M,CAPS,10
4f15c1bdeeaabc8234001282,5,C0133,1,1.28,M,"Potassium phosphate monobasic",8
4f15c1bdeeaabc8234001282,5,C0133,2,0.1,M,Tris,8
4f15c1bdeeaabc8234001283,5,C0134,1,0.85,M,"Potassium phosphate monobasic",7
4f15c1bdeeaabc8234001283,5,C0134,2,0.1,M,MOPS,7
4f15c1bdeeaabc8234001284,5,C0135,1,0.85,M,"Potassium phosphate monobasic",7
4f15c1bdeeaabc8234001284,5,C0135,2,0.1,M,HEPES,7
4f15c1bdeeaabc8234001285,5,C0136,1,0.85,M,"Potassium phosphate monobasic",10
4f15c1bdeeaabc8234001285,5,C0136,2,0.1,M,CAPS,10
4f15c1bdeeaabc8234001286,5,C0137,1,0.43,M,"Potassium phosphate monobasic",4
4f15c1bdeeaabc8234001286,5,C0137,2,0.1,M,"Sodium citrate tribasic dihydrate",4
4f15c1bdeeaabc8234001287,5,C0138,1,0.43,M,"Potassium phosphate monobasic",6
4f15c1bdeeaabc8234001287,5,C0138,2,0.1,M,"MES hydrate",6
4f15c1bdeeaabc8234001288,5,C0139,1,0.43,M,"Potassium phosphate monobasic",9
4f15c1bdeeaabc8234001288,5,C0139,2,0.1,M,TAPS,9
4f15c1bdeeaabc8234001289,5,C0140,1,9.5,M,"Potassium thiocyanate",4
4f15c1bdeeaabc8234001289,5,C0140,2,0.1,M,"Sodium citrate tribasic dihydrate",4
4f15c1bdeeaabc823400128a,5,C0141,1,9.5,M,"Potassium thiocyanate",6
4f15c1bdeeaabc823400128a,5,C0141,2,0.1,M,"MES hydrate",6
4f15c1bdeeaabc823400128b,5,C0142,1,6.34,M,"Potassium thiocyanate",5
4f15c1bdeeaabc823400128b,5,C0142,2,0.1,M,"Sodium acetate trihydrate",5
4f15c1bdeeaabc823400128c,5,C0143,1,6.34,M,"Potassium thiocyanate",8
4f15c1bdeeaabc823400128c,5,C0143,2,0.1,M,Tris,8
4f15c1bdeeaabc823400128d,5,C0144,1,6.34,M,"Potassium thiocyanate",10
4f15c1bdeeaabc823400128d,5,C0144,2,0.1,M,CAPS,10
4f15c1bdeeaabc823400128e,5,C0145,1,3.17,M,"Potassium thiocyanate",7
4f15c1bdeeaabc823400128e,5,C0145,2,0.1,M,MOPS,7
4f15c1bdeeaabc823400128f,5,C0146,1,3.17,M,"Potassium thiocyanate",7
4f15c1bdeeaabc823400128f,5,C0146,2,0.1,M,HEPES,7
4f15c1bdeeaabc8234001290,5,C0147,1,3.17,M,"Potassium thiocyanate",9
4f15c1bdeeaabc8234001290,5,C0147,2,0.1,M,TAPS,9
4f15c1bdeeaabc8234001291,5,C0148,1,2.85,M,"Rubidium chloride",5
4f15c1bdeeaabc8234001291,5,C0148,2,0.1,M,"Sodium acetate trihydrate",5
4f15c1bdeeaabc8234001292,5,C0149,1,1.9,M,"Rubidium chloride",4
4f15c1bdeeaabc8234001292,5,C0149,2,0.1,M,"Sodium citrate tribasic dihydrate",4
4f15c1bdeeaabc8234001293,5,C0150,1,1.9,M,"Rubidium chloride",6
4f15c1bdeeaabc8234001293,5,C0150,2,0.1,M,"MES hydrate",6
4f15c1bdeeaabc8234001294,5,C0151,1,5.14,M,"Sodium bromide",4
4f15c1bdeeaabc8234001294,5,C0151,2,0.1,M,"Sodium citrate tribasic dihydrate",4
4f15c1bdeeaabc8234001295,5,C0152,1,5.14,M,"Sodium bromide",5
4f15c1bdeeaabc8234001295,5,C0152,2,0.1,M,"Sodium acetate trihydrate",5
4f15c1bdeeaabc8234001296,5,C0153,1,5.14,M,"Sodium bromide",6
4f15c1bdeeaabc8234001296,5,C0153,2,0.1,M,"MES hydrate",6
4f15c1bdeeaabc8234001297,5,C0154,1,3.43,M,"Sodium bromide",7
4f15c1bdeeaabc8234001297,5,C0154,2,0.1,M,MOPS,7
4f15c1bdeeaabc8234001298,5,C0155,1,3.43,M,"Sodium bromide",7
4f15c1bdeeaabc8234001298,5,C0155,2,0.1,M,HEPES,7
4f15c1bdeeaabc8234001299,5,C0156,1,3.43,M,"Sodium bromide",8
4f15c1bdeeaabc8234001299,5,C0156,2,0.1,M,Tris,8
4f15c1bdeeaabc823400129a,5,C0157,1,1.71,M,"Sodium bromide",9
4f15c1bdeeaabc823400129a,5,C0157,2,0.1,M,TAPS,9
4f15c1bdeeaabc823400129b,5,C0158,1,1.71,M,"Sodium bromide",10
4f15c1bdeeaabc823400129b,5,C0158,2,0.1,M,CAPS,10
4f15c1bdeeaabc823400129c,5,C0159,1,4.48,M,"Sodium chloride",6
4f15c1bdeeaabc823400129c,5,C0159,2,0.1,M,"MES hydrate",6
4f15c1bdeeaabc823400129d,5,C0160,1,4.48,M,"Sodium chloride",7
4f15c1bdeeaabc823400129d,5,C0160,2,0.1,M,HEPES,7
4f15c1bdeeaabc823400129e,5,C0161,1,4.48,M,"Sodium chloride",10
